page,iso,country,region,role,name,meta,ean,code,tags,seller,note,links,product_v23,brand_v23,pack_v23,ean_v23,v23_rows
59,PT,Portugal,Europe,MILK,Leite Mimosa UHT Inteiro 1L,Mimosa · 1 L UHT carton · 3.6% fat,5601049131998,,,,,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-uht/leite-mimosa-uht-inteiro-1l/11864.html https://mimosa.pt/produtos/leite/uht/,Leite Mimosa UHT Inteiro 1L,Mimosa,1 L karton UHT,5601049131998,"{""04_POKRYCIE_PR"": 90, ""11_MLEKO_75"": 20}"
59,PT,Portugal,Europe,CREAM,Parmalat Nata para Bater 30% 500 ml,Parmalat · 500 ml · 30% fat,5603089007370,,,,,https://parmalat.pt/produto/nata-para-bater-500-ml/ https://www.auchan.pt/pt/alimentacao/produtos-lacteos/natas-bechamel-e-chantilly/natas/nata-parmalat-para-bater-500ml/2307302.html,Parmalat Nata para Bater 30% 500 ml,Parmalat,500 ml,5603089007370,"{""04_POKRYCIE_PR"": 91, ""14_SMIETANKA_75"": 20}"
59,PT,Portugal,Europe,SMP,Leite Magro em Pó,Régilait · 250 g · 0.8% fat,3043932663704,,,,,https://www.auchan.pt/pt/alimentacao/produtos-lacteos/leites/leite-em-po/leite-em-po-regilait-magro-250g/3717097.html,Leite Magro em Pó,Régilait,250 g,3043932663704,"{""04_POKRYCIE_PR"": 92, ""17_PROSZEK_75"": 20}"
59,PT,Portugal,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 93}"
59,PT,Portugal,Europe,DEXTROSE,Zumub Dextrose 1kg,Zumub · 1 kg · monohydrate,5600985800333,,,,,https://www.zumub.com/PT/nutri-ao-desportiva/dextrose/dextrose-1kg-p-9210,Zumub Dextrose 1kg,Zumub,1 kg,5600985800333,"{""04_POKRYCIE_PR"": 94, ""20_DEKSTROZA_75"": 20}"
59,PT,Portugal,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://ferreralimentacion.com/pt-pt/producto/goma-tara/,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 95, ""23_TARA_75"": 20}"
60,QA,Qatar,Middle East & North Africa,MILK,Organic Milk Full Fat 200ml,Arla · 200 ml · 3.5% fat,5711953072352,,,,,https://mea.arla.com/product-overview/organicmilk/full-fat-200ml-3195/ https://www.thefreshmarketdubai.com/products/arla-organic-milk-full-fat-200ml-5711953072352,Organic Milk Full Fat 200ml,Arla,200 ml,5711953072352,"{""04_POKRYCIE_PR"": 264, ""11_MLEKO_75"": 49}"
60,QA,Qatar,Middle East & North Africa,CREAM,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton · 20 cl · 30% fat,3412290032215,,,,,https://casinetto.com/products/cooking-and-whipping-cream-30/ https://gcc.luluhypermarket.com/en-qa/paysan-breton-whipping-cooking-cream-200-ml/p/423673,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,"{""04_POKRYCIE_PR"": 265, ""14_SMIETANKA_75"": 49}"
60,QA,Qatar,Middle East & North Africa,SMP,Régilait Instant Skimmed Milk Powder 0% Fat,Régilait · 300 g tin · 0.8% fat,3043931691418,,,,,https://thegrocer.com.qa/product/regilait-instant-skimmed-milk-powder-non-fat-300g/ https://gcc.luluhypermarket.com/en-qa/regilait-0-fat-instant-skimmed-milk-powder-300-g/p/405103,Régilait Instant Skimmed Milk Powder 0% Fat,Régilait,puszka 300 g,3043931691418,"{""04_POKRYCIE_PR"": 266, ""17_PROSZEK_75"": 49}"
60,QA,Qatar,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 267}"
60,QA,Qatar,Middle East & North Africa,DEXTROSE,Dextrose Monohydrate 1kg,Louis François · 1 kg; case 12 · monohydrate,,18224,,,,https://www.chefmiddleeast.com/products/18224/ https://louisfrancois.com/produit/dextrose/,Dextrose Monohydrate 1kg,Louis François,1 kg; case 12,,"{""04_POKRYCIE_PR"": 268, ""20_DEKSTROZA_75"": 49}"
60,QA,Qatar,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 269, ""23_TARA_75"": 49}"
61,RO,Romania,Europe,MILK,"Zuzu lapte de consum integral 3,5% grăsime 1 l","Zuzu · 1 L carton, pasteurised chilled milk · 3.5% fat",5941355000688,,,,,https://www.albalact.ro/produse/zuzu-lapte-integral-1l/ https://pacomarket.ro/product/lapte-zuzu-1l-3-5-grasime-2/,"Zuzu lapte de consum integral 3,5% grăsime 1 l",Zuzu,"1 l karton, mleko pasteryzowane chłodzone",5941355000688,"{""04_POKRYCIE_PR"": 372, ""11_MLEKO_75"": 67}"
61,RO,Romania,Europe,CREAM,Meggle Frișcă lichidă UHT 30%,MEGGLE Slovakia · 200 ml carton · 30% fat,8585002501837,,,,,https://www.depozitcc.ro/delicatese/smantana-frisca-unt/frisca/frisca-lichida-30-meggle-uht-200ml-92327.html https://bevasarlas.tesco.hu/shop/hu-HU/products/210504341,Meggle Frișcă lichidă UHT 30%,MEGGLE Slovakia,200 ml carton,8585002501837,"{""04_POKRYCIE_PR"": 373, ""14_SMIETANKA_75"": 67}"
61,RO,Romania,Europe,SMP,"Lapte praf bio degresat, 1% grasime",Pronat · 250 g zip bag · 0.5% fat,6426309006538,,,,,https://pronat.ro/products/lapte-praf-bio-degresat-1-grasime-250g-pronat https://www.trada.ro/lapte-praf-bio-degresat-1-grasime-250g-73894.html,"Lapte praf bio degresat, 1% grasime",Pronat,"250 g, worek zip",6426309006538,"{""04_POKRYCIE_PR"": 374, ""17_PROSZEK_75"": 67}"
61,RO,Romania,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 375}"
61,RO,Romania,Europe,DEXTROSE,"Dextroză - GymBeam, bez dodatków smakowych",GymBeam · 1000 g · monohydrate,8588006139983,,,,,https://gymbeam.ro/dextroza-1000-g-gymbeam.html,"Dextroză - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,"{""04_POKRYCIE_PR"": 376, ""20_DEKSTROZA_75"": 67}"
61,RO,Romania,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://www.emag.ro/guma-tara-pudra-700g-sosa-58050058/pd/DZ5CW2MBM/,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 377, ""23_TARA_75"": 67}"
62,SA,Saudi Arabia,Middle East & North Africa,MILK,Almarai Fresh Milk Full Fat 1 L,Almarai · 1 L · 3.2% fat,6281007040235,,,,,https://www.almarai.com/en/brands/almarai/liquid-dairy/fresh-milk/fresh-milk-full-fat https://mohideensupermarket.com/product/almarai-milk-full-fat-3-1-ltr/,Almarai Fresh Milk Full Fat 1 L,Almarai,1 L,6281007040235,"{""04_POKRYCIE_PR"": 132, ""11_MLEKO_75"": 27}"
62,SA,Saudi Arabia,Middle East & North Africa,CREAM,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton · 20 cl · 30% fat,3412290032215,,,,,https://casinetto.com/products/cooking-and-whipping-cream-30/ https://www.carrefourksa.com/mafsau/en/fresh-cream/pb-cooking-cream-uht-20cl/p/595748,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,"{""04_POKRYCIE_PR"": 133, ""14_SMIETANKA_75"": 27}"
62,SA,Saudi Arabia,Middle East & North Africa,SMP,Régilait 0% Fat Instant Skimmed Milk Powder,Régilait / Danube Saudi Arabia · 300 g · 0.8% fat,,,,,,https://danube.sa/en/products/regilait-0-fat-milk-powder-300-g https://regilait.com/en/products/powdered-milks/instant-skimmed-milk-powder-0-fat,Régilait 0% Fat Instant Skimmed Milk Powder,Régilait / Danube Saudi Arabia,300 g,,"{""04_POKRYCIE_PR"": 134, ""17_PROSZEK_75"": 27}"
62,SA,Saudi Arabia,Middle East & North Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 135}"
62,SA,Saudi Arabia,Middle East & North Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 136, ""20_DEKSTROZA_75"": 27}"
62,SA,Saudi Arabia,Middle East & North Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 137, ""23_TARA_75"": 27}"
63,SG,Singapore,Asia–Pacific,MILK,FairPrice UHT Kids Full Cream Packet Milk — Fresh Milk,FairPrice · 200 ml carton; retail multipack 6 x 200 ml · 3.4% fat,8888030300749,,,,,https://www.fairprice.com.sg/product/fairprice-uht-kids-full-cream-packet-milk-fresh-milk-6-x-200ml-13165083,FairPrice UHT Kids Full Cream Packet Milk — Fresh Milk,FairPrice,200 ml carton; retail multipack 6 x 200 ml,8888030300749,"{""04_POKRYCIE_PR"": 378, ""11_MLEKO_75"": 68}"
63,SG,Singapore,Asia–Pacific,CREAM,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton · 200 ml (20 cl) · 30% fat,3412290032215,,,,,https://www.benmart.com.sg/product/paysan-breton-whipping-cream-200ml/ https://redmart.lazada.sg/paysan-breton-164150/?m=redmart,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton,200 ml (20 cl),3412290032215,"{""04_POKRYCIE_PR"": 379, ""14_SMIETANKA_75"": 68}"
63,SG,Singapore,Asia–Pacific,SMP,FairPrice Adult Milk Powder - Skim,FairPrice · 600 g · 0.8% fat,8888030307090,,,,,https://www.fairprice.com.sg/product/fairprice-instant-skim-milk-powder-600g-13097040,FairPrice Adult Milk Powder - Skim,FairPrice,600 g,8888030307090,"{""04_POKRYCIE_PR"": 380, ""17_PROSZEK_75"": 68}"
63,SG,Singapore,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 381}"
63,SG,Singapore,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 382, ""20_DEKSTROZA_75"": 68}"
63,SG,Singapore,Asia–Pacific,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 383, ""23_TARA_75"": 68}"
64,SK,Slovakia,Europe,MILK,"Rajo Mlieko plnotučné UHT 3,5% 1 l",Rajo · 1 L UHT carton with cap · 3.5% fat,8585002510037,,,,,https://potravinydomov.itesco.sk/shop/sk-SK/products/206593874 https://www.office4u.sk/mlieka-a-smotany/19321-trvanlive-mlieko-rajo-plnotucne-35-1--8585002510037.html,"Rajo Mlieko plnotučné UHT 3,5% 1 l",Rajo,1 l karton UHT z zamknięciem,8585002510037,"{""04_POKRYCIE_PR"": 384, ""11_MLEKO_75"": 69}"
64,SK,Slovakia,Europe,CREAM,Rajo Smotana na šľahanie UHT 30%,Rajo / MEGGLE Slovakia · 250 ml carton · 30% fat,8585002520036,,,,,https://lcsever.ijednota.sk/produkt/smotna-slah30-250ml,Rajo Smotana na šľahanie UHT 30%,Rajo / MEGGLE Slovakia,250 ml carton,8585002520036,"{""04_POKRYCIE_PR"": 385, ""14_SMIETANKA_75"": 69}"
64,SK,Slovakia,Europe,SMP,Sušené mlieko odtučnené,SABI · 400 g · 1% fat,,LIBEX 1041689,,,,https://www.milkagro.sk/sk/produkty/susene-vyrobky/susene-mlieko/susene-mlieko-odtucnene/product/80 https://www.liana.sk/tovar-5111-mlieko-susene-odtucnene-sabi-400g,Sušené mlieko odtučnené,SABI,400 g,,"{""04_POKRYCIE_PR"": 386, ""17_PROSZEK_75"": 69}"
64,SK,Slovakia,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 387}"
64,SK,Slovakia,Europe,DEXTROSE,"Dextróza - GymBeam, bez dodatków smakowych",GymBeam · 1000 g · monohydrate,8588006139983,,,,,https://gymbeam.sk/dextroza-gymbeam.html,"Dextróza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,"{""04_POKRYCIE_PR"": 388, ""20_DEKSTROZA_75"": 69}"
64,SK,Slovakia,Europe,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 389, ""23_TARA_75"": 69}"
65,SI,Slovenia,Europe,MILK,"Alpsko mleko polnomastno 3,5% 1 L",Alpsko mleko · 1 L · 3.5% fat,3838800040578,,,,,https://www.tuscc.si/katalog/izdelek/alpsko-mleko-polnomastno-1l-619828 https://www.l-m.si/en/produkti/alpsko-mleko-with-35-milk-fat/,"Alpsko mleko polnomastno 3,5% 1 L",Alpsko mleko,1 L,3838800040578,"{""04_POKRYCIE_PR"": 390, ""11_MLEKO_75"": 70}"
65,SI,Slovenia,Europe,CREAM,Mu Cuisine Alpska smetana za stepanje 33%,Mu Cuisine · 500 ml carton · 33% fat,3838800033754,,,,,https://mercatoronline.si/izdelek/5068345/alpska-smetana-za-stepanje-33-m-m-mu-cuisine-500-ml https://incomepro.si/product/smetana-alpska-mu-05l/,Mu Cuisine Alpska smetana za stepanje 33%,Mu Cuisine,500 ml carton,3838800033754,"{""04_POKRYCIE_PR"": 391, ""14_SMIETANKA_75"": 70}"
65,SI,Slovenia,Europe,SMP,Posneto mleko v prahu,Pomurske mlekarne · 400 g · 0.4% fat,3831040010028,,,,,https://www.pomurske-mlekarne.si/posneto-mleko-v-prahu/ https://www.tuscc.si/katalog/izdelek/mleko-v-prahu-pomurske-mlekarne-posneto-400-g-563640,Posneto mleko v prahu,Pomurske mlekarne,400 g,3831040010028,"{""04_POKRYCIE_PR"": 392, ""17_PROSZEK_75"": 70}"
65,SI,Slovenia,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 393}"
65,SI,Slovenia,Europe,DEXTROSE,"Dekstroza - GymBeam, bez dodatków smakowych",GymBeam · 1000 g · monohydrate,8588006139983,,,,,https://gymbeam.si/dekstroza-gymbeam.html,"Dekstroza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,"{""04_POKRYCIE_PR"": 394, ""20_DEKSTROZA_75"": 70}"
65,SI,Slovenia,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://gourmetshop.si/zivila/teksture/gelifikanti/tara-gumi-sosa,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 395, ""23_TARA_75"": 70}"
66,ZA,South Africa,Sub-Saharan Africa,MILK,Ultra Pasteurised Full Cream Milk 2L,Clover · 2 L · 3.5% fat,6001299016158,,,,,https://www.clover.co.za/product/dairy/milk/ultra-pasteurised-full-cream-milk-2l/ https://www.checkers.co.za/product/clover-fresh-full-cream-milk-2l-10413121EA,Ultra Pasteurised Full Cream Milk 2L,Clover,2 L,6001299016158,"{""04_POKRYCIE_PR"": 366, ""11_MLEKO_75"": 66}"
66,ZA,South Africa,Sub-Saharan Africa,CREAM,Clover Fresh Cream Ultra Pasteurised,Clover · 250 ml · 31.2% fat,6001299012082,,,,,https://www.clover.co.za/product/dairy/cream/clover-cream-250ml/ https://www.evergreenspta.co.za/cream/7455-clover-fresh-cream-250ml.html,Clover Fresh Cream Ultra Pasteurised,Clover,250 ml,6001299012082,"{""04_POKRYCIE_PR"": 367, ""14_SMIETANKA_75"": 66}"
66,ZA,South Africa,Sub-Saharan Africa,SMP,Clover Skimmed Milk Powder,Clover · 25 kg sack · 1% fat,,,,,,https://www.clover.co.za/business/clover-skimmed-milk-powder/,Clover Skimmed Milk Powder,Clover,worek 25 kg,,"{""04_POKRYCIE_PR"": 368, ""17_PROSZEK_75"": 66}"
66,ZA,South Africa,Sub-Saharan Africa,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 369}"
66,ZA,South Africa,Sub-Saharan Africa,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 370, ""20_DEKSTROZA_75"": 66}"
66,ZA,South Africa,Sub-Saharan Africa,TARA,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro,SaporePuro Farina di semi di tara (E417) 50 g,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 371, ""23_TARA_75"": 66}"
67,KR,South Korea,Asia–Pacific,MILK,"Maeil Milk Original 3,6% 900 ml",Maeil · 900 ml · 3.6% fat,8801121772874,,,,,https://www.maeil.com/,"Maeil Milk Original 3,6% 900 ml",Maeil,900 ml,8801121772874,"{""04_POKRYCIE_PR"": 282, ""11_MLEKO_75"": 52}"
67,KR,South Korea,Asia–Pacific,CREAM,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton · 200 ml (20 cl) · 30% fat,3412290032215,,,,,https://winenfood.co.kr/product/?bmode=view&idx=102391422 https://casinetto.com/products/cooking-and-whipping-cream-30/,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton,200 ml (20 cl),3412290032215,"{""04_POKRYCIE_PR"": 283, ""14_SMIETANKA_75"": 52}"
67,KR,South Korea,Asia–Pacific,SMP,서울우유 탈지분유 (Seoul Skim Milk Powder),Seoul Milk / 서울우유 · 1 kg · 0.5% fat,8801115421078,,,,,https://m.seoulmilk.co.kr/mobile/product/product_view.sm?gubun=&nmNo=10000000000506&page=1&subname=P11 https://lottemartzetta.com/products/OS8801115421078/details,서울우유 탈지분유 (Seoul Skim Milk Powder),Seoul Milk / 서울우유,1 kg,8801115421078,"{""04_POKRYCIE_PR"": 284, ""17_PROSZEK_75"": 52}"
67,KR,South Korea,Asia–Pacific,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 285}"
67,KR,South Korea,Asia–Pacific,DEXTROSE,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com · 1 kg (2.2 lb) · monohydrate,,DEX1KG,From abroad,,,https://www.bulksupplements.com/products/dextrose-powder,BulkSupplements.com Dextrose Crystallized Powder,BulkSupplements.com,1 kg (2.2 lb) — label 005,,"{""04_POKRYCIE_PR"": 286, ""20_DEKSTROZA_75"": 52}"
67,KR,South Korea,Asia–Pacific,TARA,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by BakingWarehouse, Hong Kong",Mix with the dry ingredients and heat the base to 75–80 °C.,https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 287, ""23_TARA_75"": 52}"
68,ES,Spain,Europe,MILK,"Pascual Clásica Leche Entera UHT, 6 x1 L","Pascual · 6 × 1 L (the barcode is on the 6-pack, not the single carton) · 3.6% fat",8410128010102,,,,,https://soria.e-leclerc.es/detalle/-/Producto/leche-entera-6x1l/8410128010102 https://clientes.pascualprofesional.com/calidadpascual/es/L%C3%A1cteos-y-Bebidas-Vegetales/Leche-y-Bebidas-L%C3%A1cteas/Leche-Cl%C3%A1sica//p/30012361-8410128010102,"Pascual Clásica Leche Entera UHT, 6 x1 L",Pascual,6 x1 L (GTIN for retail multipack; not singlecarton),8410128010102,"{""04_POKRYCIE_PR"": 42, ""11_MLEKO_75"": 12}"
68,ES,Spain,Europe,CREAM,Reny Picot Nata líquida especial para montar 30% 200 ml,Reny Picot · 200 ml · 30% fat,8410379941019,,,,,https://www.elcorteingles.es/supermercado/B001020616300164-reny-picot-nata-liquida-especial-para-montar-brik-200-ml/ https://distribucionesplata.com/tienda/alimentacion-y-bebidas/21850-nata-reny-picot-liqmont-mg30-bk200m-8410379941019.html,Reny Picot Nata líquida especial para montar 30% 200 ml,Reny Picot,200 ml,8410379941019,"{""04_POKRYCIE_PR"": 43, ""14_SMIETANKA_75"": 12}"
68,ES,Spain,Europe,SMP,Leche desnatada en polvo rica en calcio,Nestlé Sveltesse · 400 g tin · 0.9% fat,8410100002330,,,,,https://www.elcorteingles.es/supermercado/B001020615800032-nestle-sveltesse-leche-desnatada-en-polvo-rica-en-calcio-bote-400-g/ https://www.online.bmsupermercados.es/es/p/leche-en-polvo-400-g/6029,Leche desnatada en polvo rica en calcio,Nestlé Sveltesse,puszka 400 g,8410100002330,"{""04_POKRYCIE_PR"": 44, ""17_PROSZEK_75"": 12}"
68,ES,Spain,Europe,SUCROSE,White granulated sugar — 100% sugar,Any brand · any pack,,,,,The ingredients should list only sugar (sucrose).,,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,"{""04_POKRYCIE_PR"": 45}"
68,ES,Spain,Europe,DEXTROSE,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade · 25 kg · monohydrate,4260486775762,,From abroad,,,https://buxtrade.de/products/dextrose-traubenzucker https://www.shop-apotheke.com/ernaehrung/upm47YLPU/buxtrade-dextrose-pulver.htm,buXtrade Dextrose (Traubenzucker) 25 kg,buXtrade,25 kg,4260486775762,"{""04_POKRYCIE_PR"": 46, ""20_DEKSTROZA_75"": 12}"
68,ES,Spain,Europe,TARA,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro · 50 g,8055728540170,,From abroad,"Sold by SaporePuro, Italy",Mix with the dry ingredients and heat the base to 75–80 °C.,https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1 https://ferreralimentacion.com/pt-pt/producto/goma-tara/,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,"{""04_POKRYCIE_PR"": 47, ""23_TARA_75"": 12}"
69,LK,Sri Lanka,Asia–Pacific,MILK,Ambewela Fresh Milk Full Cream UHT Treated 1000 ml,Ambewela · 1000 ml carton with cap · 3.5% fat,4792116211000,,,,,https://mart.mrdeal.lk/product/ambewela-fresh-milk-full-cream-1l/4792116211000 https://lmfgroup.lk/ambewela-milk/,Ambewela Fresh Milk Full Cream UHT Treated 1000 ml,Ambewela,1000 ml carton with cap,4792116211000,"{""04_POKRYCIE_PR"": 402, ""11_MLEKO_75"": 72}"
69,LK,Sri Lanka,Asia–Pacific,CREAM,Puck Whipping Cream UHT 34% minimum fat,Puck · 200 ml Tetra Pak · 35.2% fat,5700426230177,,,,,https://colombomall.lk/product/puck-whipping-cream-200ml-from-dubai-sam https://www.daraz.lk/products/puck-whipping-cream-200ml-from-dubai-sam-i267894886.html,Puck Whipping Cream UHT 34% minimum fat,Puck,200 ml Tetra Pak,5700426230177,"{""04_POKRYCIE_PR"": 403, ""14_SMIETANKA_75"": 72}"
69,LK,Sri Lanka,Asia–Pacific,SMP,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods · 12 oz (340 g) · 0% fat,733739058324,,From abroad,,,https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic https://lk.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz (340 g),733739058324,"{""04_POKRYCIE_PR"": 404, ""17_PROSZEK_75"": 72}"
