iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
CN,★★★★,GREATER_CHINA,TARA,3,PI-ING-000492,YES,TARA-CN-PRODUCT,"他拉胶 / 刺云实胶 / 塔拉胶 (Tara gum), food grade",大丰收 (Dafengshou),25 kg,,,,,,WYMAGA_ETYKIETY,dafengshou88.com,DIRECT_SITE_UNCLASSIFIED,https://www.dafengshou88.com/products/show13150638.html
HR,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-3838800040578,"Alpsko trajno mlijeko 3,5% m.m. 1 l",Alpsko / Ljubljanske mlekarne,1 l karton UHT,3838800040578,TEXT,OK,NO,SI,KANDYDAT_PR,konzum.hr,DIRECT_SITE_UNCLASSIFIED,"https://www.konzum.hr/web/products/alpsko-trajno-mlijeko-3-5-m-m-1-l
https://razvoj.dukatshop.hr/mlijeko/72-alpsko-mleko-trajno-mlijeko-35-mm-1-l-3838800040578.html
https://www.tuscc.si/katalog/izdelek/alpsko-mleko-polnomastno-1l-619828"
HR,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3850354001348,Dukat Brzo & Fino Vrhnje za šlag 33%,Brzo & Fino,500 g carton,3850354001348,TEXT,OK,NO,HR,KANDYDAT_PR,konzum.hr,DIRECT_SITE_UNCLASSIFIED,"https://www.konzum.hr/web/products/brzo-fino-vrhnje-za-slag-500-g
https://razvoj.dukatshop.hr/vrhnje/188-brzo-fino-vrhnje-za-slag-500-g-3850354001348.html
https://shop.birota.hr/Katalog/RobeView?g=4714"
HR,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03850355001132,Obrano mlijeko u prahu 1% m.m.,Dukat,1 kg,3850355001132,TEXT,OK,NO,HR,KANDYDAT_PR,razvoj.dukatshop.hr,DIRECT_SITE_UNCLASSIFIED,"https://razvoj.dukatshop.hr/mlijeko-u-prahu/830-dukat-obrano-mlijeko-u-prahu-1-mm-1-kg-3850355001132.html
https://www.cijene.hr/mlijeko/dukat-obrano-mlijeko-u-prahu-1-mm-1-kg-cijena-749180081
https://www.dukat.hr/media/4754/ni-kaufland-pravila-nagradne-igre.pdf"
HR,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
HR,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dekstroza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.hr,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.hr/dekstroza-gymbeam.html
HR,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://gourmetshop.hr/hrana/teksture/gelifikatori/tara-gumi-sosa
https://panierdeschefs.eu/en/index.php?controller=attachment&id_attachment=338
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
CY,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-CY-MEGGLE-UHT-35-1L,"MEGGLE UHT Whole Milk 3,5% 1 L",MEGGLE,1 L,8585002504432,TEXT,OK,NO,SK,KANDYDAT_PR,wolt.com,DIRECT_SITE_UNCLASSIFIED,https://wolt.com/en/cyp/ammochostos/venue/sklavenitis-paralimni/meggle-uht-whole-milk-3-5-fat-1lt-8585002504432-713974-itemid-2a4ee6410142efb41258dd27
CY,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5290036002436,Charalambides Christis Dairy Whipping Cream 35% 500 ml,Charalambides Christis,500 ml,5290036002436,TEXT,OK,NO,CY,KANDYDAT_PR,en.charalambideschristis.com.cy,DIRECT_SITE_UNCLASSIFIED,"https://en.charalambideschristis.com.cy/products/manufactured/cream-en/whipping-cream-en/dairy-cream-en
https://www.supermarketcy.com.cy/en/charalambides-christis-whipping-cream-500ml
https://fetch.com.cy/shop/spyros-supermarket/products/charalambides-christis-dairy-cream-35-500ml"
CY,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043939531112,Instant Skimmed Milk Powder With 0% Fat,Régilait,puszka 300 g,3043939531112,TEXT,OK,NO,FR,KANDYDAT_PR,alphamega.com.cy,DIRECT_SITE_UNCLASSIFIED,"https://www.alphamega.com.cy/en/groceries/food-cupboard/coffee-tea-cocoa/coffee/instant-coffee/regilait-instant-skimmed-milk-powder-with-0-fat-300-g
https://www.supermarketcy.com.cy/en/regilait-300g"
CY,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CY,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-CY-PRODUCT,Prozis Dextrose900g (3-pack),Prozis,3×900 g,,,,,,WYMAGA_GTIN,cycheapersupplements.com,DIRECT_SITE_UNCLASSIFIED,https://www.cycheapersupplements.com/muscle-mass/11699-3x-prozis-dextrose-900-g-22-servings-2700-g-66-servings.html
CY,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
CZ,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-8593803224015,Madeta Jihočeské mléko trvanlivé plnotučné 3.5% 1L,Madeta,1 L karton UHT,8593803224015,TEXT,OK,NO,CZ,KANDYDAT_PR,eshop.agrola.cz,DIRECT_SITE_UNCLASSIFIED,"https://eshop.agrola.cz/trvanlive/800-mleko-trvanlive-plnot35-8593803224015.html
https://www.madeta.cz/en/produkty/milk-uht-3-5-1l"
CZ,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-8585002520043,Meggle Smetana ke šlehání 30%,MEGGLE Slovakia,250 ml carton,8585002520043,TEXT,OK,NO,SK,KANDYDAT_PR,meggle.cz,DIRECT_SITE_UNCLASSIFIED,"https://meggle.cz/smetany/smetany-ke-slehani/smetana-ke-slehani-30-250-ml/
https://globusonline.cz/p/meggle-smetana-ke-slehani-30-tuku-250-ml
https://allegro.cz/produkt/smetana-ke-slehani-30-meggle-250-ml-252646f2-06ef-4c3d-a617-7cd45a6f0944"
CZ,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-08369921447533,Sušené odtučněné mléko ALMECO,ALMECO,150 g,8369921447533,TEXT,OK,NO,IT,KANDYDAT_PR,cukrar-shop.cz,DIRECT_SITE_UNCLASSIFIED,"https://www.cukrar-shop.cz/Susene-mleko-plnotucne-400g-d2388.htm
https://www.pastry.cz/susene-mleko-odtucnene-2kg/"
CZ,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
CZ,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dextróza - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.cz,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.cz/dextroza-1000-g-gym-beam.html
CZ,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-CZ-PRODUCT,Guma Tara Valknut / Tara guma Valknut,Valknut,500 g,,,,,,WYMAGA_ETYKIETY,valknut.cz,DIRECT_SITE_UNCLASSIFIED,"https://www.valknut.cz/guma-tara-valknut/
https://www.valknut.cz/informace-o-nakupu/doprava-a-platba/"
DO,★★★★,LATAM_NORTH_ANDEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-4100290023195,Milex Leche UHT Entera 1 L,Milex,1 L,4100290023195,TEXT,OK,NO,DE,KANDYDAT_PR,arla.com,DIRECT_SITE_UNCLASSIFIED,"https://www.arla.com/es-do/productos/milex-leche-entera-1l-194976/
https://nuevo.lindomarket.com/mobile/4100290023195
https://hipermercadosiberia.com/producto/milex-leche-entera-1-lt/
https://mercasid.com.do/productos/milex-leche-entera-1l-2/"
DO,★★★★,LATAM_NORTH_ANDEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-30028777,Elle & Vire Crème Liquide Whipping Cream UHT 35% 200 ml,Elle & Vire,200 ml carton,30028777,TEXT,OK,NO,EAN-8,KANDYDAT_PR,supermercadosnacional.com,DIRECT_SITE_UNCLASSIFIED,"https://supermercadosnacional.com/crema-de-leche-35-grasa-elle-vire-20-cl-2066082
https://supermercadosnacional.com/media/catalog/product/2/0/2066082-1.jpg
https://savencia.kameleon-apps.com/storage/2022/09/26720909.pdf"
DO,★★★★,LATAM_NORTH_ANDEAN,SMP,35,PI-ING-000270,YES,SMP-DO-SKU,Milex Polvo Descremada Slim,Milex,torebka 800 g,,,,,,WYMAGA_ETYKIETY,arla.com,DIRECT_SITE_UNCLASSIFIED,"https://www.arla.com/es-do/productos/milex-polvo-descremada-194961/
https://supermercadosnacional.com/leche-en-polvo-descremada-milex-800-gr-2190528
https://mercasid.com.do/productos/milex-descremada-slim-800g/"
DO,★★★★,LATAM_NORTH_ANDEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
DO,★★★★,LATAM_NORTH_ANDEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-DO-PRODUCT,Dextrosa Monohidratada,Multiquimica (dystrybutor),"25 kg, funda (worek)",,,,,,WYMAGA_ETYKIETY,multiquimica.com,DIRECT_SITE_UNCLASSIFIED,"https://multiquimica.com/producto/dextrosa-monohidratada/
https://multiquimica.com/
https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/Implemantacion-FE-listado-grandes-contribuyentes-nacionales.aspx"
DO,★★★★,LATAM_NORTH_ANDEAN,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g (Home pack),819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://modernistpantry.com/pages/international-shipping.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1
https://republicadominicana.yaxa.co/product-category/goma-guar"
EG,★★★★,EGYPT,MILK,672,PI-ING-000236,YES,MILK-EG-JUHAYNA-UHT-30-1L,"Juhayna Full Cream Milk UHT 3,0% 1 L",Juhayna,1 L,6223000350065,TEXT,OK,NO,EG,KANDYDAT_PR,juhayna.com,DIRECT_SITE_UNCLASSIFIED,https://www.juhayna.com/brands-category/juhayna-dairy/; https://spinneys-egypt.com/en/juhayna-milk-full-cream-1-l; https://www.carrefouregypt.com/mafegy/en/full-cream-milk/juhayna-full-cream-milk-1l/p/12721
EG,★★★★,EGYPT,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3161911703385,Elle & Vire Professionnel Excellence Whipping Cream UHT 35%,Elle & Vire,1 L brik (989 g net per official technical sheet),3161911703385,TEXT,OK,NO,FR,KANDYDAT_PR,elle-et-vire.com,DIRECT_SITE_UNCLASSIFIED,"https://www.elle-et-vire.com/int/en/pro/creams/products/excellence-whipping-cream-35fat/
https://www.elle-et-vire.com/uploads/recip/product_translation/78/5ea58365eac52_excellence-whipping-hors-asie.pdf
https://www.elle-et-vire.com/uploads/recip/product_translation/78/5ee9d5be316b9_tvn-excellence-whipping.pdf
https://www.amazon.eg/-/en/Elle-Vire-Excellence-Whipping-Cream/dp/B087KF9CTW"
EG,★★★★,EGYPT,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,eg.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://eg.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/eg"
EG,★★★★,EGYPT,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
EG,★★★★,EGYPT,DEXTROSE,30,PI-ING-000494,YES,DEX-EG-PRODUCT,Dextrose Powder 100% Pure 250g,Peak Supps,250 g,,,,,,WYMAGA_ETYKIETY,amazon.eg,MARKETPLACE,"https://www.amazon.eg/-/en/Dextrose-Powder-100-Pure-250g/dp/B00NA1KQ28
https://peaksupps.co.uk/products/dextrose-glucose-powder"
EG,★★★★,EGYPT,TARA,3,PI-ING-000492,YES,TARA-EG-PRODUCT,Cape Crystal Brands Tara Gum Powder,Cape Crystal Brands,14 oz (396.9 g),,,,,,WYMAGA_DOSTAWY,ubuy.com.eg,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.com.eg/en/product/4DK4782WQ-tara-gum-powder-14-oz-imparts-a-creamy-mouthfeel-to-dairy-products-soups-and-sauces-kosher-vegan-non-gmo-highest-purity-imported-from-the
https://www.capecrystalbrands.com/products/tara-gum"
EE,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-EE-TERE-UHT-35-1L,"Tere Cappuccino UHT Milk 3,5% 1 L",Tere,1 L,4740036009085,TEXT,OK,NO,EE,KANDYDAT_PR,tere.eu,DIRECT_SITE_UNCLASSIFIED,https://www.tere.eu/products/uht/tere-korgkuumutatud-cappuccino-piim; https://www.rimi.ee/epood/en/products/dairy-products-eggs-cheese/milk/high-pasteurized-milk/piim-cappuccino-tere-3-5-1l/p/286625
EE,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-4740125220049,Alma vahukoor 35%,Valio Eesti AS / Alma,400 ml carton,4740125220049,TEXT,OK,NO,EE,KANDYDAT_PR,valio.ee,DIRECT_SITE_UNCLASSIFIED,"https://www.valio.ee/tooted/alma-vahukoor-35-400ml/
https://coophaapsalu.ee/toode/vahukoor-35-alma-400ml/"
EE,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-06408430840625,Piimapulber rasvavaba / rasvaton maitojauhe instant,Valio,400 g,6408430840625,TEXT,OK,NO,FI,KANDYDAT_PR,kaupmees.ee,DIRECT_SITE_UNCLASSIFIED,"https://www.kaupmees.ee/products/?query=6408430840625
https://www.valio.fi/tuotteet/valio-rasvaton-maitojauhe-instant/
https://www.s-kaupat.fi/tuote/valio-rasvaton-maitojauhe-instant-400-g/6408430840625
https://www.halpahalli.fi/valio-rasvaton-maitojauhe-instant-400-g.html"
EE,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
EE,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-04744130012590,"ICONFIT Dextro, czysta dekstroza w proszku",ICONFIT,1000 g,4744130012590,TEXT,OK,NO,EE,WYMAGA_ETYKIETY,iconfit.ee,DIRECT_SITE_UNCLASSIFIED,"https://iconfit.ee/products/dextrose
https://sportfit.ee/gb/sports-nutrition/iconfit-dextro-premium-dextrose-1kg
https://iconfit.lv/products/dextrose"
EE,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
PH,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-5701215046832,Emborg Full Cream Milk 3.5% 1L,Emborg,"1 L, karton UHT",5701215046832,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/full-cream-milk/
https://ptccom.com.ph/products/dairy/milk/emborg-full-cream-milk/
https://www.foodplusph.com/products/emborg-full-cream-milk-uht-3-5-l
https://maxmartonline.com/emborg-milk-full-cream-1ltr
https://www.meatup.shop/products/emborg-full-cream-milk-1l"
PH,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://freshmart.ph/products/emborg-uht-whipping-cream-200ml
https://pickaroo.com/builtamart/products/builtamart-pasig/product-detail/186822/921-emborg-whipping-cream
https://www.emborg.com/ph/product/natural-whipping-cream/
https://www.tops.co.th/en/emborg-dairy-whipping-cream-200ml-5701215046375
https://maxmartonline.com/emborg-whipping-cream-200ml"
PH,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-09300639999005,Devondale Instant Skim Milk Powder,Devondale,1 kg,9300639999005,TEXT,OK,NO,AU,KANDYDAT_PR,shopee.ph,MARKETPLACE,"https://shopee.ph/Devondale-Instant-Skim-Milk-Powder-1kg-i.82265567.23335805507
https://www.nanamall.com/products/devondale-instant-skim-milk-powder-1kg
https://www.woolworths.com.au/shop/productdetails/750032/devondale-instant-skim-milk-powder-powder-uht
https://campbells.sorted.au/Open-Catalogue/PANTRY/LONG-LIFE-MILK/LONG-LIFE-POWDERED-MILK/SKIM-MILK-POWDERED/D-DALE-MILK-SKIM-INST-PDR-1KG/p/C1000003583
https://www.costco.com.au/Business-Delivery/Dairy-Eggs/Milk/Devondale-Instant-Skim-Milk-Powder-1kg/p/22239_BD
https://www.hktvmall.com/hktv/en/main/SIUFUNG-HEALTHY/s/S6258001/Personal-Care-%26-Health/Personal-Care-%26-Health/Health/Milk-Powder/Instant-Skim-Milk-Powder-1kg-Parallel-import/p/S6258001_S_DEV9005P"
PH,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
PH,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-PH-PRODUCT,Purechem Dextrose Monohydrate,,B2B — opakowanie niepubliczne,,,,,,WYMAGA_ETYKIETY,purechem.com.ph,DIRECT_SITE_UNCLASSIFIED,https://www.purechem.com.ph/shop/bakery/dextrose-monohydrate
PH,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-MP-1508-50,Tara Gum — Home 50g,Modernist Pantry,50 g (manufacturer Home pack; retailer title also says2oz),819543011967,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,modernistpantry.com,DIRECT_SITE_UNCLASSIFIED,"https://modernistpantry.com/products/tara-gum.html
https://www.ubuy.com.ph/product/20BCUPO-pure-tara-gum-powder-non-gmo-gluten-free-vegan-ou-kosher-certified-50g-2oz
https://www.ubuy.com.ph/brand/modernist-pantry
https://modernistpantry.com/pages/international-shipping.html
https://cdn11.bigcommerce.com/s-nu5wtrnr3h/images/stencil/1280x1280/products/507/1289/modernistpantry_taragum_50g_back__92203.1691090330.jpg?c=1"
GH,★★★★,WEST_AFRICA,MILK,672,PI-ING-000236,YES,MILK-GH-DANO-UHT-36-1L,"Dano UHT Full Cream Milk 3,5% / 3,6% 1 L",Dano,1 L,4100290099800,TEXT,OK,NO,DE,KANDYDAT_PR,arla.ng,DIRECT_SITE_UNCLASSIFIED,https://www.arla.ng/brands/arla-dano-full-cream-uht-35pct-fat-1l-408775/; https://melcom.com/categories/food-beverages-toiletries/food-cupboard/dairy.html
GH,★★★★,WEST_AFRICA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35%,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://maxmartonline.com/emborg-whipping-cream-200ml
https://maxmartonline.com/emborg-whipping-cream-200ml"
GH,★★★★,WEST_AFRICA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,gh.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://gh.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/gh"
GH,★★★★,WEST_AFRICA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
GH,★★★★,WEST_AFRICA,DEXTROSE,30,PI-ING-000494,YES,DEX-GH-PRODUCT,Dextrose Monohydrate,Unspecified manufacturer,B2B — opakowanie niepubliczne,,,,,,WYMAGA_ETYKIETY,maridav.com,DIRECT_SITE_UNCLASSIFIED,https://www.maridav.com/hnh-product-description.php?p_id=67&prod_class=Pharmaceuticals
GH,★★★★,WEST_AFRICA,TARA,3,PI-ING-000492,YES,TARA-GTIN-00711221973058,Cape Crystal Brands Tara Gum Powder,Cape Crystal Brands,2 oz (56.7 g),711221973058,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,ubuy.com.gh,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.com.gh/product/4LRAT8WUW-tara-gum-powder-2-oz-from-the-amazon-pantry-imparts-a-creamy-mouthfeel-to-dairy-products-soups-and-sauces-kosher-vegan-nongmo-highest-purity
https://www.capecrystalbrands.com/products/tara-gum
https://www.ubuy.com.gh/product/J4GMRN900-tara-gum-super-refined-speck-free-food-grade-thickener-net-4oz-114gr"
GR,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GR-DELTA-HHT-35-15L,"DELTA mmmMilk Family High Pasteurized Full 3,5% 1,5 L",DELTA,"1,5 L",5201037509107,TEXT,OK,NO,GR,KANDYDAT_PR,delta.gr,DIRECT_SITE_UNCLASSIFIED,https://www.delta.gr/en/gala/milk-oikogeneiako-plires-15lt-2/; https://www.sklavenitis.gr/galata-rofimata-chymoi-psygeioy/galata-psygeioy/galata-agelados-ypsilis-pasteriosis/delta-mmmilk-oikogeneiako-gala-upsilis-pasteriosis-plires-35-15lt-015-1488898/
GR,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5711953155949,Arla Κρέμα Γάλακτος UHT 35% 200 g,Arla,200 g,5711953155949,TEXT,OK,NO,DK,KANDYDAT_PR,arlafoods.gr,DIRECT_SITE_UNCLASSIFIED,"https://www.arlafoods.gr/our-brands/arla/krema-galaktos-35-200g/
https://www.thanopoulos.gr/products/galaktokomika-futika-eidh-psugeiou/kremes-galaktos-futikes-santigu/arla-krema-galaktos-makras-diarkeias-35-lipara-200ml-6697746e6b86ff00024c8817/"
GR,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-03043932643706,Γάλα Αποβουτυρωμένο σε σκόνη,Régilait,250 g,3043932643706,TEXT,OK,NO,FR,KANDYDAT_PR,sklavenitis.gr,DIRECT_SITE_UNCLASSIFIED,"https://www.sklavenitis.gr/eidi-proinoy-rofimata/galata-fytika-rofimata-makras-diarkeias/galata-se-skoni-enilikon/regilait-gala-se-skoni-250gr-221996/
https://www.bazaar-online.gr/regilait-250g-gala-se-skoni"
GR,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
GR,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GR-PRODUCT,Dextrose Powder,Louis François,5 kg,,,,,,WYMAGA_GTIN,infusion.gr,DIRECT_SITE_UNCLASSIFIED,"https://www.infusion.gr/en/bar-chef-e/sugar-polyols/dextrose-powder-5kg-louis-francois
https://files.meilleurduchef.com/mdc/pdf/product/lfr/dextrose-monohydrate/fiche_technique_dextrose.pdf
https://www.caterite.co.uk/louis-francois-dextrose/
https://louisfrancois.com/en/produit/dextrose/
https://www.chefgourmet.ch/ftp/pgiArticle/LF4550B/LF4550B_Dextrose_5kg_FT_CG_EN_20240108.pdf"
GR,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GR-PRODUCT,Τάρα Γκαμ (Tara Gum) NoCarb 100 g,NoCarb,100 g,,,,,,WYMAGA_ETYKIETY,nocarb.gr,DIRECT_SITE_UNCLASSIFIED,"https://nocarb.gr/product/tara-gam-100g/
https://nocarb.gr/prostheta-zaxaroplastikis-mageirikis/"
